;Codigo.do.Municipio;Municipios;Territorio.de.Identidade;Ano;status;total
1;2900108;Abaíra;Chapada Diamantina;1991;Total_urb;2965
2;2900207;Abaré;Itaparica;1991;Total_urb;2952
3;2900306;Acajutiba;Litoral Norte e Agreste Baiano;1991;Total_urb;9728
4;2900355;Adustina;Semi-Árido Nordeste II;1991;Total_urb;2279
5;2900405;Água Fria;Portal do Sertão;1991;Total_urb;3122
6;2900603;Aiquara;Médio Rio de Contas;1991;Total_urb;2455
7;2900702;Alagoinhas;Litoral Norte e Agreste Baiano;1991;Total_urb;99508
8;2900801;Alcobaça;Extremo Sul;1991;Total_urb;5464
9;2900900;Almadina;Litoral Sul;1991;Total_urb;6028
10;2901007;Amargosa;Vale de Jequiriçá;1991;Total_urb;15831
11;2901106;Amélia Rodrigues;Portal do Sertão;1991;Total_urb;16444
12;2901155;América Dourada;Irecê;1991;Total_urb;8247
13;2901205;Anagé;Vitória da Conquista;1991;Total_urb;4341
14;2901304;Andaraí;Chapada Diamantina;1991;Total_urb;5825
15;2901353;Andorinha;Piemonte Norte do Itapicuru;1991;Total_urb;3666
16;2901403;Angical;Bacia do Rio Grande;1991;Total_urb;3749
17;2901502;Anguera;Portal do Sertão;1991;Total_urb;2983
18;2901601;Antas;Semi-Árido Nordeste II;1991;Total_urb;4026
19;2901700;Antônio Cardoso;Portal do Sertão;1991;Total_urb;808
20;2901809;Antônio Gonçalves;Piemonte Norte do Itapicuru;1991;Total_urb;4540
21;2901908;Aporá;Litoral Norte e Agreste Baiano;1991;Total_urb;5941
22;2901957;Apuarema;Médio Rio de Contas;1991;Total_urb;3681
23;2902054;Araçás;Litoral Norte e Agreste Baiano;1991;Total_urb;3759
24;2902005;Aracatu;Vitória da Conquista;1991;Total_urb;2077
25;2902104;Araci;Sisal;1991;Total_urb;11584
26;2902203;Aramari;Litoral Norte e Agreste Baiano;1991;Total_urb;3829
27;2902252;Arataca;Litoral Sul;1991;Total_urb;4456
28;2902302;Aratuípe;Baixo Sul;1991;Total_urb;3738
29;2902401;Aurelino Leal;Litoral Sul;1991;Total_urb;9268
30;2902500;Baianópolis;Bacia do Rio Grande;1991;Total_urb;2305
31;2902609;Baixa Grande;Bacia do Jacuípe;1991;Total_urb;6071
32;2902658;Banzaê;Semi-Árido Nordeste II;1991;Total_urb;939
33;2902708;Barra;Velho Chico;1991;Total_urb;15767
34;2902807;Barra da Estiva;Chapada Diamantina;1991;Total_urb;4659
35;2902906;Barra do Choça;Vitória da Conquista;1991;Total_urb;11644
36;2903003;Barra do Mendes;Irecê;1991;Total_urb;4817
37;2903102;Barra do Rocha;Médio Rio de Contas;1991;Total_urb;3065
38;2903201;Barreiras;Bacia do Rio Grande;1991;Total_urb;70870
39;2903235;Barro Alto;Irecê;1991;Total_urb;2448
40;2903300;Barro Preto/Lomanto Junior;Litoral Sul;1991;Total_urb;4589
41;2903276;Barrocas;Sisal;1991;Total_urb;NA
42;2903409;Belmonte;Costa do Descobrimento;1991;Total_urb;10860
43;2903508;Belo Campo;Vitória da Conquista;1991;Total_urb;5713
44;2903607;Biritinga;Sisal;1991;Total_urb;1781
45;2903706;Boa Nova;Médio Rio de Contas;1991;Total_urb;2988
46;2903805;Boa Vista do Tupim;Piemonte do Paraguaçu;1991;Total_urb;4296
47;2903904;Bom Jesus da Lapa;Velho Chico;1991;Total_urb;32390
48;2903953;Bom Jesus da Serra;Vitória da Conquista;1991;Total_urb;1127
49;2904001;Boninal;Chapada Diamantina;1991;Total_urb;2492
50;2904050;Bonito;Chapada Diamantina;1991;Total_urb;4349
51;2904100;Boquira;Bacia do Paramirim;1991;Total_urb;5057
52;2904209;Botuporã;Bacia do Paramirim;1991;Total_urb;1762
53;2904308;Brejões;Vale de Jequiriçá;1991;Total_urb;3352
54;2904407;Brejolândia;Bacia do Rio Corrente;1991;Total_urb;1513
55;2904506;Brotas de Macaúbas;Velho Chico;1991;Total_urb;2450
56;2904605;Brumado;Sertão Produtivo;1991;Total_urb;36013
57;2904704;Buerarema;Litoral Sul;1991;Total_urb;15959
58;2904753;Buritirama;Bacia do Rio Grande;1991;Total_urb;2785
59;2904803;Caatiba;Médio Sudoeste da Bahia;1991;Total_urb;3106
60;2904852;Cabaceiras do Paraguaçu;Recôncavo;1991;Total_urb;1846
61;2904902;Cachoeira;Recôncavo;1991;Total_urb;14193
62;2905008;Caculé;Sertão Produtivo;1991;Total_urb;8697
63;2905107;Caém;Piemonte da Diamantina;1991;Total_urb;3824
64;2905156;Caetanos;Vitória da Conquista;1991;Total_urb;891
65;2905206;Caetité;Sertão Produtivo;1991;Total_urb;16925
66;2905305;Cafarnaum;Irecê;1991;Total_urb;5883
67;2905404;Cairu;Baixo Sul;1991;Total_urb;5597
68;2905503;Caldeirão Grande;Piemonte Norte do Itapicuru;1991;Total_urb;4852
69;2905602;Camacan;Litoral Sul;1991;Total_urb;16364
70;2905701;Camaçari;Metropolitana de Salvador;1991;Total_urb;108232
71;2905800;Camamu;Baixo Sul;1991;Total_urb;8125
72;2905909;Campo Alegre de Lourdes;Sertão do São Francisco;1991;Total_urb;4177
73;2906006;Campo Formoso;Piemonte Norte do Itapicuru;1991;Total_urb;16432
74;2906105;Canápolis;Bacia do Rio Corrente;1991;Total_urb;1638
75;2906204;Canarana;Irecê;1991;Total_urb;7549
76;2906303;Canavieiras;Litoral Sul;1991;Total_urb;20658
77;2906402;Candeal;Sisal;1991;Total_urb;2541
78;2906501;Candeias;Metropolitana de Salvador;1991;Total_urb;61438
79;2906600;Candiba;Sertão Produtivo;1991;Total_urb;4087
80;2906709;Cândido Sales;Vitória da Conquista;1991;Total_urb;11883
81;2906808;Cansanção;Sisal;1991;Total_urb;6926
82;2906824;Canudos;Sertão do São Francisco;1991;Total_urb;5232
83;2906857;Capela do Alto Alegre;Bacia do Jacuípe;1991;Total_urb;3425
84;2906873;Capim Grosso;Piemonte da Diamantina;1991;Total_urb;12470
85;2906899;Caraíbas;Vitória da Conquista;1991;Total_urb;518
86;2906907;Caravelas;Extremo Sul;1991;Total_urb;8932
87;2907004;Cardeal da Silva;Litoral Norte e Agreste Baiano;1991;Total_urb;2274
88;2907103;Carinhanha;Velho Chico;1991;Total_urb;7325
89;2907202;Casa Nova;Sertão do São Francisco;1991;Total_urb;18482
90;2907301;Castro Alves;Recôncavo;1991;Total_urb;13187
91;2907400;Catolândia;Bacia do Rio Grande;1991;Total_urb;801
92;2907509;Catu;Litoral Norte e Agreste Baiano;1991;Total_urb;33394
93;2907558;Caturama;Bacia do Paramirim;1991;Total_urb;1192
94;2907608;Central;Irecê;1991;Total_urb;6621
95;2907707;Chorrochó;Itaparica;1991;Total_urb;1528
96;2907806;Cícero Dantas;Semi-Árido Nordeste II;1991;Total_urb;12124
97;2907905;Cipó;Semi-Árido Nordeste II;1991;Total_urb;7770
98;2908002;Coaraci;Litoral Sul;1991;Total_urb;21659
99;2908101;Côcos;Bacia do Rio Corrente;1991;Total_urb;4972
100;2908200;Conceição da Feira;Portal do Sertão;1991;Total_urb;8035
101;2908309;Conceição do Almeida;Recôncavo;1991;Total_urb;7659
102;2908408;Conceição do Coité;Sisal;1991;Total_urb;20002
103;2908507;Conceição do Jacuípe;Portal do Sertão;1991;Total_urb;16174
104;2908606;Conde;Litoral Norte e Agreste Baiano;1991;Total_urb;5494
105;2908705;Condeúba;Vitória da Conquista;1991;Total_urb;5761
106;2908804;Contendas do Sincorá;Sertão Produtivo;1991;Total_urb;2181
107;2908903;Coração de Maria;Portal do Sertão;1991;Total_urb;5570
108;2909000;Cordeiros;Vitória da Conquista;1991;Total_urb;2296
109;2909109;Coribe;Bacia do Rio Corrente;1991;Total_urb;4825
110;2909208;Coronel João Sá;Semi-Árido Nordeste II;1991;Total_urb;2972
111;2909307;Correntina;Bacia do Rio Corrente;1991;Total_urb;8636
112;2909406;Cotegipe;Bacia do Rio Grande;1991;Total_urb;5118
113;2909505;Cravolândia;Vale de Jequiriçá;1991;Total_urb;2475
114;2909604;Crisópolis;Litoral Norte e Agreste Baiano;1991;Total_urb;4057
115;2909703;Cristópolis;Bacia do Rio Grande;1991;Total_urb;2252
116;2909802;Cruz das Almas;Recôncavo;1991;Total_urb;30908
117;2909901;Curaçá;Sertão do São Francisco;1991;Total_urb;7749
118;2910008;Dário Meira;Médio Rio de Contas;1991;Total_urb;4102
119;2910057;Dias D'Ávila;Metropolitana de Salvador;1991;Total_urb;29478
120;2910107;Dom Basílio;Sertão Produtivo;1991;Total_urb;1109
121;2910206;Dom Macedo Costa;Recôncavo;1991;Total_urb;853
122;2910305;Elísio Medrado;Vale de Jequiriçá;1991;Total_urb;1997
123;2910404;Encruzilhada;Vitória da Conquista;1991;Total_urb;3692
124;2910503;Entre Rios;Litoral Norte e Agreste Baiano;1991;Total_urb;16897
125;2900504;Érico Cardoso;Bacia do Paramirim;1991;Total_urb;1108
126;2910602;Esplanada;Litoral Norte e Agreste Baiano;1991;Total_urb;15198
127;2910701;Euclides da Cunha;Semi-Árido Nordeste II;1991;Total_urb;17778
128;2910727;Eunápolis;Costa do Descobrimento;1991;Total_urb;63540
129;2910750;Fátima;Semi-Árido Nordeste II;1991;Total_urb;4344
130;2910776;Feira da Mata;Velho Chico;1991;Total_urb;1470
131;2910800;Feira de Santana;Portal do Sertão;1991;Total_urb;349557
132;2910859;Filadélfia;Piemonte Norte do Itapicuru;1991;Total_urb;4902
133;2910909;Firmino Alves;Médio Sudoeste da Bahia;1991;Total_urb;3793
134;2911006;Floresta Azul;Litoral Sul;1991;Total_urb;7766
135;2911105;Formosa do Rio Preto;Bacia do Rio Grande;1991;Total_urb;5624
136;2911204;Gandu;Baixo Sul;1991;Total_urb;19597
137;2911253;Gavião;Bacia do Jacuípe;1991;Total_urb;2486
138;2911303;Gentio do Ouro;Irecê;1991;Total_urb;4163
139;2911402;Glória;Itaparica;1991;Total_urb;1611
140;2911501;Gongogi;Médio Rio de Contas;1991;Total_urb;5676
141;2911600;Governador Mangabeira;Recôncavo;1991;Total_urb;5338
142;2911659;Guajeru;Vitória da Conquista;1991;Total_urb;1044
143;2911709;Guanambi;Sertão Produtivo;1991;Total_urb;45127
144;2911808;Guaratinga;Costa do Descobrimento;1991;Total_urb;9159
145;2911857;Heliópolis;Semi-Árido Nordeste II;1991;Total_urb;2367
146;2911907;Iaçu;Piemonte do Paraguaçu;1991;Total_urb;18806
147;2912004;Ibiassucê;Sertão Produtivo;1991;Total_urb;2956
148;2912103;Ibicaraí;Litoral Sul;1991;Total_urb;19332
149;2912202;Ibicoara;Chapada Diamantina;1991;Total_urb;1253
150;2912301;Ibicuí;Médio Sudoeste da Bahia;1991;Total_urb;9308
151;2912400;Ibipeba;Irecê;1991;Total_urb;4973
152;2912509;Ibipitanga;Bacia do Paramirim;1991;Total_urb;2199
153;2912608;Ibiquera;Piemonte do Paraguaçu;1991;Total_urb;2060
154;2912707;Ibirapitanga;Baixo Sul;1991;Total_urb;6697
155;2912806;Ibirapoã;Extremo Sul;1991;Total_urb;3413
156;2912905;Ibirataia;Médio Rio de Contas;1991;Total_urb;15369
157;2913002;Ibitiara;Chapada Diamantina;1991;Total_urb;2921
158;2913101;Ibititá;Irecê;1991;Total_urb;6588
159;2913200;Ibotirama;Velho Chico;1991;Total_urb;15231
160;2913309;Ichu;Sisal;1991;Total_urb;3124
161;2913408;Igaporã;Velho Chico;1991;Total_urb;5903
162;2913457;Igrapiúna;Baixo Sul;1991;Total_urb;966
163;2913507;Iguaí;Médio Sudoeste da Bahia;1991;Total_urb;9062
164;2913606;Ilhéus;Litoral Sul;1991;Total_urb;144232
165;2913705;Inhambupe;Litoral Norte e Agreste Baiano;1991;Total_urb;10057
166;2913804;Ipecaetá;Portal do Sertão;1991;Total_urb;1411
167;2913903;Ipiaú;Médio Rio de Contas;1991;Total_urb;36408
168;2914000;Ipirá;Bacia do Jacuípe;1991;Total_urb;18088
169;2914109;Ipupiara;Irecê;1991;Total_urb;4102
170;2914208;Irajuba;Vale de Jequiriçá;1991;Total_urb;1832
171;2914307;Iramaia;Chapada Diamantina;1991;Total_urb;6817
172;2914406;Iraquara;Chapada Diamantina;1991;Total_urb;4093
173;2914505;Irará;Portal do Sertão;1991;Total_urb;7368
174;2914604;Irecê;Irecê;1991;Total_urb;40069
175;2914653;Itabela;Costa do Descobrimento;1991;Total_urb;13577
176;2914703;Itaberaba;Piemonte do Paraguaçu;1991;Total_urb;36934
177;2914802;Itabuna;Litoral Sul;1991;Total_urb;177561
178;2914901;Itacaré;Litoral Sul;1991;Total_urb;4275
179;2915007;Itaeté;Chapada Diamantina;1991;Total_urb;4676
180;2915106;Itagi;Médio Rio de Contas;1991;Total_urb;8536
181;2915205;Itagibá;Médio Rio de Contas;1991;Total_urb;7284
182;2915304;Itagimirim;Costa do Descobrimento;1991;Total_urb;5078
183;2915353;Itaguaçu da Bahia;Irecê;1991;Total_urb;1530
184;2915403;Itaju do Colônia;Litoral Sul;1991;Total_urb;2885
185;2915502;Itajuípe;Litoral Sul;1991;Total_urb;15972
186;2915601;Itamaraju;Extremo Sul;1991;Total_urb;44449
187;2915700;Itamari;Médio Rio de Contas;1991;Total_urb;4649
188;2915809;Itambé;Médio Sudoeste da Bahia;1991;Total_urb;18516
189;2915908;Itanagra;Litoral Norte e Agreste Baiano;1991;Total_urb;1382
190;2916005;Itanhém;Extremo Sul;1991;Total_urb;13060
191;2916104;Itaparica;Metropolitana de Salvador;1991;Total_urb;15055
192;2916203;Itapé;Litoral Sul;1991;Total_urb;7565
193;2916302;Itapebi;Costa do Descobrimento;1991;Total_urb;6396
194;2916401;Itapetinga;Médio Sudoeste da Bahia;1991;Total_urb;49340
195;2916500;Itapicuru;Litoral Norte e Agreste Baiano;1991;Total_urb;3395
196;2916609;Itapitanga;Litoral Sul;1991;Total_urb;6095
197;2916708;Itaquara;Vale de Jequiriçá;1991;Total_urb;3070
198;2916807;Itarantim;Médio Sudoeste da Bahia;1991;Total_urb;10127
199;2916856;Itatim;Piemonte do Paraguaçu;1991;Total_urb;6254
200;2916906;Itiruçu;Vale de Jequiriçá;1991;Total_urb;7700
201;2917003;Itiúba;Sisal;1991;Total_urb;7068
202;2917102;Itororó;Médio Sudoeste da Bahia;1991;Total_urb;15924
203;2917201;Ituaçu;Sertão Produtivo;1991;Total_urb;3014
204;2917300;Ituberá;Baixo Sul;1991;Total_urb;11806
205;2917334;Iuiu;Sertão Produtivo;1991;Total_urb;4227
206;2917359;Jaborandi;Bacia do Rio Corrente;1991;Total_urb;1687
207;2917409;Jacaraci;Vitória da Conquista;1991;Total_urb;2439
208;2917508;Jacobina;Piemonte da Diamantina;1991;Total_urb;50009
209;2917607;Jaguaquara;Vale de Jequiriçá;1991;Total_urb;26977
210;2917706;Jaguarari;Piemonte Norte do Itapicuru;1991;Total_urb;6070
211;2917805;Jaguaripe;Baixo Sul;1991;Total_urb;3943
212;2917904;Jandaíra;Litoral Norte e Agreste Baiano;1991;Total_urb;4471
213;2918001;Jequié;Médio Rio de Contas;1991;Total_urb;116885
214;2918100;Jeremoabo;Semi-Árido Nordeste II;1991;Total_urb;13640
215;2918209;Jiquiriçá;Vale de Jequiriçá;1991;Total_urb;3386
216;2918308;Jitaúna;Médio Rio de Contas;1991;Total_urb;6993
217;2918357;João Dourado;Irecê;1991;Total_urb;9336
218;2918407;Juazeiro;Sertão do São Francisco;1991;Total_urb;102266
219;2918456;Jucuruçu;Extremo Sul;1991;Total_urb;1299
220;2918506;Jussara;Irecê;1991;Total_urb;8547
221;2918555;Jussari;Litoral Sul;1991;Total_urb;4609
222;2918605;Jussiape;Chapada Diamantina;1991;Total_urb;3902
223;2918704;Lafayette Coutinho;Vale de Jequiriçá;1991;Total_urb;1771
224;2919058;Lagedo do Tabocal;Vale de Jequiriçá;1991;Total_urb;3291
225;2918753;Lagoa Real;Sertão Produtivo;1991;Total_urb;1148
226;2918803;Laje;Vale de Jequiriçá;1991;Total_urb;3849
227;2918902;Lajedão;Extremo Sul;1991;Total_urb;1663
228;2919009;Lajedinho;Piemonte do Paraguaçu;1991;Total_urb;892
229;2919108;Lamarão;Sisal;1991;Total_urb;1521
230;2919157;Lapão;Irecê;1991;Total_urb;6848
231;2919207;Lauro de Freitas;Metropolitana de Salvador;1991;Total_urb;44374
232;2919306;Lençóis;Chapada Diamantina;1991;Total_urb;3481
233;2919405;Licínio de Almeida;Vitória da Conquista;1991;Total_urb;5771
234;2919504;Livramento de N. Senhora;Sertão Produtivo;1991;Total_urb;13200
235;2919553;Luís Eduardo Magalhães;Bacia do Rio Grande;1991;Total_urb;NA
236;2919603;Macajuba;Piemonte do Paraguaçu;1991;Total_urb;3235
237;2919702;Macarani;Médio Sudoeste da Bahia;1991;Total_urb;8881
238;2919801;Macaúbas;Bacia do Paramirim;1991;Total_urb;8001
239;2919900;Macururé;Itaparica;1991;Total_urb;1353
240;2919926;Madre de Deus;Metropolitana de Salvador;1991;Total_urb;8792
241;2919959;Maetinga;Vitória da Conquista;1991;Total_urb;1317
242;2920007;Maiquinique;Médio Sudoeste da Bahia;1991;Total_urb;4056
243;2920106;Mairi;Bacia do Jacuípe;1991;Total_urb;6980
244;2920205;Malhada;Velho Chico;1991;Total_urb;2688
245;2920304;Malhada de Pedras;Sertão Produtivo;1991;Total_urb;1501
246;2920403;Manoel Vitorino;Médio Rio de Contas;1991;Total_urb;5186
247;2920452;Mansidão;Bacia do Rio Grande;1991;Total_urb;1844
248;2920502;Maracás;Vale de Jequiriçá;1991;Total_urb;12195
249;2920601;Maragogipe;Recôncavo;1991;Total_urb;20472
250;2920700;Maraú;Litoral Sul;1991;Total_urb;2651
251;2920809;Marcionílio Souza;Chapada Diamantina;1991;Total_urb;3934
252;2920908;Mascote;Litoral Sul;1991;Total_urb;1573
253;2921005;Mata de São João;Litoral Norte e Agreste Baiano;1991;Total_urb;24143
254;2921054;Matina;Velho Chico;1991;Total_urb;1389
255;2921104;Medeiros Neto;Extremo Sul;1991;Total_urb;15704
256;2921203;Miguel Calmon;Piemonte da Diamantina;1991;Total_urb;11969
257;2921302;Milagres;Vale de Jequiriçá;1991;Total_urb;7200
258;2921401;Mirangaba;Piemonte da Diamantina;1991;Total_urb;4181
259;2921450;Mirante;Vitória da Conquista;1991;Total_urb;496
260;2921500;Monte Santo;Sisal;1991;Total_urb;4855
261;2921609;Morpará;Velho Chico;1991;Total_urb;3637
262;2921708;Morro do Chapéu;Chapada Diamantina;1991;Total_urb;15519
263;2921807;Mortugaba;Vitória da Conquista;1991;Total_urb;4149
264;2921906;Mucugê;Chapada Diamantina;1991;Total_urb;2230
265;2922003;Mucuri;Extremo Sul;1991;Total_urb;4810
266;2922052;Mulungu do Morro;Irecê;1991;Total_urb;4931
267;2922102;Mundo Novo;Piemonte do Paraguaçu;1991;Total_urb;11983
268;2922201;Muniz Ferreira;Recôncavo;1991;Total_urb;2524
269;2922250;Muquém do São Francisco;Velho Chico;1991;Total_urb;807
270;2922300;Muritiba;Recôncavo;1991;Total_urb;14709
271;2922409;Mutuípe;Vale de Jequiriçá;1991;Total_urb;6943
272;2922508;Nazaré;Recôncavo;1991;Total_urb;20491
273;2922607;Nilo Peçanha;Baixo Sul;1991;Total_urb;1980
274;2922656;Nordestina;Sisal;1991;Total_urb;1370
275;2922706;Nova Canaã;Médio Sudoeste da Bahia;1991;Total_urb;5527
276;2922730;Nova Fátima;Bacia do Jacuípe;1991;Total_urb;3462
277;2922755;Nova Ibiá;Médio Rio de Contas;1991;Total_urb;2358
278;2922805;Nova Itarana;Vale de Jequiriçá;1991;Total_urb;1960
279;2922854;Nova Redenção;Chapada Diamantina;1991;Total_urb;3581
280;2922904;Nova Soure;Semi-Árido Nordeste II;1991;Total_urb;10177
281;2923001;Nova Viçosa;Extremo Sul;1991;Total_urb;9374
282;2923035;Novo Horizonte;Chapada Diamantina;1991;Total_urb;1357
283;2923050;Novo Triunfo;Semi-Árido Nordeste II;1991;Total_urb;2398
284;2923100;Olindina;Litoral Norte e Agreste Baiano;1991;Total_urb;9102
285;2923209;Oliveira dos Brejinhos;Velho Chico;1991;Total_urb;4191
286;2923308;Ouriçangas;Litoral Norte e Agreste Baiano;1991;Total_urb;1932
287;2923357;Ourolândia;Piemonte da Diamantina;1991;Total_urb;2356
288;2923407;Palmas de Monte Alto;Sertão Produtivo;1991;Total_urb;5312
289;2923506;Palmeiras;Chapada Diamantina;1991;Total_urb;3600
290;2923605;Paramirim;Bacia do Paramirim;1991;Total_urb;5356
291;2923704;Paratinga;Velho Chico;1991;Total_urb;7346
292;2923803;Paripiranga;Semi-Árido Nordeste II;1991;Total_urb;5454
293;2923902;Pau Brasil;Litoral Sul;1991;Total_urb;9279
294;2924009;Paulo Afonso;Itaparica;1991;Total_urb;74355
295;2924058;Pé de Serra;Bacia do Jacuípe;1991;Total_urb;3738
296;2924108;Pedrão;Litoral Norte e Agreste Baiano;1991;Total_urb;1411
297;2924207;Pedro Alexandre;Semi-Árido Nordeste II;1991;Total_urb;1427
298;2924306;Piatã;Chapada Diamantina;1991;Total_urb;3306
299;2924405;Pilão Arcado;Sertão do São Francisco;1991;Total_urb;4268
300;2924504;Pindaí;Sertão Produtivo;1991;Total_urb;3048
301;2924603;Pindobaçu;Piemonte Norte do Itapicuru;1991;Total_urb;5703
302;2924652;Pintadas;Bacia do Jacuípe;1991;Total_urb;2303
303;2924678;Piraí do Norte;Baixo Sul;1991;Total_urb;1848
304;2924702;Piripá;Vitória da Conquista;1991;Total_urb;3478
305;2924801;Piritiba;Piemonte do Paraguaçu;1991;Total_urb;8987
306;2924900;Planaltino;Vale de Jequiriçá;1991;Total_urb;2375
307;2925006;Planalto;Vitória da Conquista;1991;Total_urb;9957
308;2925105;Poções;Vitória da Conquista;1991;Total_urb;24873
309;2925204;Pojuca;Litoral Norte e Agreste Baiano;1991;Total_urb;18510
310;2925253;Ponto Novo;Piemonte Norte do Itapicuru;1991;Total_urb;5542
311;2925303;Porto Seguro;Costa do Descobrimento;1991;Total_urb;23315
312;2925402;Potiraguá;Médio Sudoeste da Bahia;1991;Total_urb;5630
313;2925501;Prado;Extremo Sul;1991;Total_urb;9655
314;2925600;Presidente Dutra;Irecê;1991;Total_urb;6352
315;2925709;Presidente Jânio Quadros;Vitória da Conquista;1991;Total_urb;1493
316;2925758;Presidente Tancredo Neves;Baixo Sul;1991;Total_urb;2136
317;2925808;Queimadas;Sisal;1991;Total_urb;8431
318;2925907;Quijingue;Sisal;1991;Total_urb;3389
319;2925931;Quixabeira;Bacia do Jacuípe;1991;Total_urb;2710
320;2925956;Rafael Jambeiro;Piemonte do Paraguaçu;1991;Total_urb;2549
321;2926004;Remanso;Sertão do São Francisco;1991;Total_urb;17868
322;2926103;Retirolândia;Sisal;1991;Total_urb;3882
323;2926202;Riachão das Neves;Bacia do Rio Grande;1991;Total_urb;8921
324;2926301;Riachão do Jacuípe;Bacia do Jacuípe;1991;Total_urb;14557
325;2926400;Riacho de Santana;Velho Chico;1991;Total_urb;8373
326;2926509;Ribeira do Amparo;Semi-Árido Nordeste II;1991;Total_urb;754
327;2926608;Ribeira do Pombal;Semi-Árido Nordeste II;1991;Total_urb;20752
328;2926657;Ribeirão do Largo;Vitória da Conquista;1991;Total_urb;2436
329;2926707;Rio de Contas;Chapada Diamantina;1991;Total_urb;4539
330;2926806;Rio do Antônio;Sertão Produtivo;1991;Total_urb;3883
331;2926905;Rio do Pires;Bacia do Paramirim;1991;Total_urb;3239
332;2927002;Rio Real;Litoral Norte e Agreste Baiano;1991;Total_urb;13917
333;2927101;Rodelas;Itaparica;1991;Total_urb;3053
334;2927200;Ruy Barbosa;Piemonte do Paraguaçu;1991;Total_urb;17114
335;2927309;Salinas da Margarida;Metropolitana de Salvador;1991;Total_urb;3902
336;2927408;Salvador;Metropolitana de Salvador;1991;Total_urb;2073510
337;2927507;Santa Bárbara;Portal do Sertão;1991;Total_urb;4766
338;2927606;Santa Brígida;Semi-Árido Nordeste II;1991;Total_urb;2840
339;2927705;Santa Cruz Cabrália;Costa do Descobrimento;1991;Total_urb;3197
340;2927804;Santa Cruz da Vitória;Médio Sudoeste da Bahia;1991;Total_urb;4527
341;2927903;Santa Inês;Vale de Jequiriçá;1991;Total_urb;9049
342;2928059;Santa Luzia;Litoral Sul;1991;Total_urb;7410
343;2928109;Santa Maria da Vitória;Bacia do Rio Corrente;1991;Total_urb;20774
344;2928406;Santa Rita de Cássia;Bacia do Rio Grande;1991;Total_urb;10621
345;2928505;Santa Terezinha;Piemonte do Paraguaçu;1991;Total_urb;1378
346;2928000;Santaluz;Sisal;1991;Total_urb;12704
347;2928208;Santana;Bacia do Rio Corrente;1991;Total_urb;11589
348;2928307;Santanópolis;Portal do Sertão;1991;Total_urb;785
349;2928604;Santo Amaro;Recôncavo;1991;Total_urb;40894
350;2928703;Santo Antônio de Jesus;Recôncavo;1991;Total_urb;52855
351;2928802;Santo Estevão;Portal do Sertão;1991;Total_urb;12654
352;2928901;São Desidério;Bacia do Rio Grande;1991;Total_urb;5539
353;2928950;São Domingos;Sisal;1991;Total_urb;3442
354;2929107;São Felipe;Recôncavo;1991;Total_urb;6906
355;2929008;São Félix;Recôncavo;1991;Total_urb;7420
356;2929057;São Félix do Coribe;Bacia do Rio Corrente;1991;Total_urb;6764
357;2929206;São Francisco do Conde;Recôncavo;1991;Total_urb;15734
358;2929255;São Gabriel;Irecê;1991;Total_urb;6997
359;2929305;São Gonçalo dos Campos;Portal do Sertão;1991;Total_urb;11372
360;2929354;São José da Vitória;Litoral Sul;1991;Total_urb;5217
361;2929370;São José do Jacuípe;Bacia do Jacuípe;1991;Total_urb;3633
362;2929404;São Miguel das Matas;Vale de Jequiriçá;1991;Total_urb;2040
363;2929503;São Sebastião do Passé;Recôncavo;1991;Total_urb;25806
364;2929602;Sapeaçu;Recôncavo;1991;Total_urb;6347
365;2929701;Sátiro Dias;Litoral Norte e Agreste Baiano;1991;Total_urb;2290
366;2929750;Saubara;Recôncavo;1991;Total_urb;5469
367;2929800;Saúde;Piemonte da Diamantina;1991;Total_urb;5515
368;2929909;Seabra;Chapada Diamantina;1991;Total_urb;12432
369;2930006;Sebastião Laranjeiras;Sertão Produtivo;1991;Total_urb;2529
370;2930105;Senhor do Bonfim;Piemonte Norte do Itapicuru;1991;Total_urb;49087
371;2930204;Sento Sé;Sertão do São Francisco;1991;Total_urb;12380
372;2930154;Serra do Ramalho;Velho Chico;1991;Total_urb;2159
373;2930303;Serra Dourada;Bacia do Rio Corrente;1991;Total_urb;4242
374;2930402;Serra Preta;Bacia do Jacuípe;1991;Total_urb;488
375;2930501;Serrinha;Sisal;1991;Total_urb;37854
376;2930600;Serrolândia;Piemonte da Diamantina;1991;Total_urb;4743
377;2930709;Simões Filho;Metropolitana de Salvador;1991;Total_urb;44419
378;2930758;Sítio do Mato;Velho Chico;1991;Total_urb;5665
379;2930766;Sítio do Quinto;Semi-Árido Nordeste II;1991;Total_urb;2147
380;2930774;Sobradinho;Sertão do São Francisco;1991;Total_urb;19482
381;2930808;Souto Soares;Chapada Diamantina;1991;Total_urb;2802
382;2930907;Tabocas do Brejo Velho;Bacia do Rio Corrente;1991;Total_urb;2766
383;2931004;Tanhaçu;Sertão Produtivo;1991;Total_urb;4969
384;2931053;Tanque Novo;Bacia do Paramirim;1991;Total_urb;3346
385;2931103;Tanquinho;Portal do Sertão;1991;Total_urb;5820
386;2931202;Taperoá;Baixo Sul;1991;Total_urb;7308
387;2931301;Tapiramutá;Piemonte do Paraguaçu;1991;Total_urb;8795
388;2931350;Teixeira de Freitas;Extremo Sul;1991;Total_urb;74221
389;2931400;Teodoro Sampaio;Portal do Sertão;1991;Total_urb;6490
390;2931509;Teofilândia;Sisal;1991;Total_urb;3779
